,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
121,46,No,travel_rarely,556.26,null,8,4,null,1,122,4,M,69.53208262471655,3,2,research scientist,4,null,4492.84,11681.39,9,Y,No,14,3.0,1,part time,2,12.0,3,3.0,10,,9,8,4492.84,1978,53914.11,null,,True
122,31,No,travel_rarely,556.26,sales,5,3,marketing,1,123,4,F,,2,2,sales executive,3,null,4492.84,11681.39,1,,NULL,13,3.0,3,,3,10.0,2,3.0,10,,1,2,4492.84,1993,,sales executive  -  sales,,True
123,32,No,non-travel,1032.49,null,7,4,medical,1,124,3,F,129.06091077207583,3,3,manufacturing director,4,null,8339.32,21682.23,1,Y,NULL,14,3.0,3,part time,0,11.0,2,2.0,11,,4,10,8339.32,1992,100071.84,null,,False
124,37,No,non-travel,1032.49,null,3,4,medical,1,125,1,M,,2,3,sales executive,4,married,8339.32,21682.23,4,Y,No,11,3.0,1,part time,1,16.0,2,3.0,13,,1,12,8339.32,1987,100071.84,null,,True
125,37,No,travel_rarely,1032.49,null,2,2,null,1,126,2,M,,2,3,sales executive,3,married,,21682.23,1,,NULL,13,3.0,2,part time,2,10.0,2,3.0,10,,9,0,,1987,100071.84,null,,True
126,56,No,travel_rarely,1582.77,null,18,5,null,1,127,1,F,197.8464183087028,3,4,manager,2,single,12783.92,33238.2,3,Y,No,23,4.0,4,full time,0,37.0,2,3.0,10,,7,7,12783.92,1968,153407.07,null,,False
127,36,No,non-travel,556.26,null,1,3,null,1,128,2,M,,3,2,sales executive,3,null,4492.84,11681.39,9,Y,NULL,11,3.0,3,part time,0,15.0,2,3.0,11,,6,9,4492.84,1988,53914.11,null,,False
128,43,No,travel_rarely,1032.49,null,24,3,medical,1,129,4,M,129.06091077207583,3,3,manufacturing director,1,married,8339.32,21682.23,1,,NULL,21,4.0,4,part time,1,10.0,5,2.0,10,,5,8,8339.32,1981,100071.84,null,,False
129,53,No,travel_rarely,575.4,null,6,2,null,1,130,4,M,71.92559523809524,3,2,research scientist,1,divorced,4647.5,12083.5,3,Y,Yes,12,,2,full time,2,18.0,3,3.0,10,,6,9,4647.5,1971,55770.0,null,,True
130,50,No,non-travel,1973.98,null,18,4,life sciences,1,131,4,M,246.74801587301585,2,5,research director,3,null,,41453.67,1,,Yes,17,3.0,3,full time,1,,5,3.0,31,,0,9,,1974,191324.62,null,,False
131,35,No,travel_rarely,277.64,research & development,1,5,null,1,132,2,M,,3,1,research scientist,4,married,2242.5,5830.5,1,,No,12,3.0,4,part time,1,,4,2.0,10,,8,8,2242.5,1989,26910.0,research scientist  -  research & development,,True
132,34,Yes,travel_rarely,290.04,null,1,4,other,1,133,4,M,,3,1,research scientist,4,single,2342.59,6090.75,1,Y,NULL,13,3.0,3,part time,0,10.0,2,2.0,10,,7,8,2342.59,1990,28111.13,null,,True
133,34,No,non-travel,1032.49,research & development,7,3,medical,1,134,3,M,,3,3,research director,3,married,8339.32,21682.23,0,,No,11,3.0,4,,0,,3,4.0,13,,3,7,8339.32,1990,,research director  -  research & development,,True
134,54,No,travel_rarely,1582.77,null,23,4,null,1,135,4,F,,3,4,research director,4,null,12783.92,33238.2,6,Y,No,18,3.0,3,full time,0,33.0,0,3.0,12,,3,8,12783.92,1970,153407.07,null,,False
135,50,No,travel_rarely,763.8,null,8,2,other,1,136,1,F,,3,3,laboratory technician,2,married,6169.17,16039.83,4,,NULL,11,3.0,3,part time,1,29.0,3,2.0,26,,1,7,6169.17,1974,74030.0,null,,True
136,36,No,non-travel,1032.49,null,21,4,null,1,137,2,M,129.06091077207583,3,3,sales executive,4,null,,21682.23,6,Y,NULL,13,3.0,2,part time,1,,2,3.0,10,,0,8,,1988,100071.84,null,,True
137,39,No,travel_rarely,910.31,null,17,1,life sciences,1,138,3,F,113.78869047619048,2,3,healthcare representative,3,married,7352.5,19116.5,0,,NULL,18,3.0,1,part time,1,20.0,4,2.0,19,,1,9,7352.5,1985,88230.0,null,,True
138,47,No,non-travel,1582.77,sales,3,1,marketing,1,139,1,M,,3,4,manager,3,married,12783.92,33238.2,3,Y,No,12,3.0,4,full time,1,,3,3.0,12,,4,9,12783.92,1977,153407.07,manager  -  sales,,True
139,37,No,non-travel,556.26,null,18,4,null,1,140,1,M,69.53208262471655,3,2,manufacturing director,4,single,4492.84,11681.39,2,Y,NULL,20,4.0,1,part time,0,18.0,0,3.0,11,,0,9,4492.84,1987,53914.11,null,,False
140,43,Yes,travel_frequently,1582.77,null,15,3,life sciences,1,141,1,M,,3,4,sales executive,1,single,,33238.2,0,,NULL,12,,2,full time,0,,2,2.0,21,,13,14,,1981,153407.07,null,,True
141,35,No,travel_frequently,556.26,null,1,3,null,1,142,4,M,,2,2,healthcare representative,1,single,4492.84,11681.39,0,,No,20,4.0,3,,0,14.0,3,3.0,13,,4,9,4492.84,1989,,null,,False
142,31,No,travel_rarely,369.26,research & development,1,3,medical,1,143,4,M,,3,1,research scientist,2,null,2982.5,7754.5,0,,Yes,21,4.0,1,,1,12.0,2,3.0,11,,5,7,2982.5,1993,35790.0,research scientist  -  research & development,,False
143,55,No,travel_rarely,1834.34,null,3,3,life sciences,1,144,4,M,,3,4,research director,4,married,14815.83,38521.17,3,,No,14,3.0,1,full time,0,36.0,2,3.0,10,,0,9,14815.83,1969,177790.0,null,,False
144,32,No,travel_rarely,556.26,null,24,3,medical,1,145,3,F,,2,2,healthcare representative,1,single,4492.84,11681.39,1,,No,19,,2,part time,0,10.0,2,3.0,10,,1,8,4492.84,1992,53914.11,null,,False
145,45,No,non-travel,1879.12,null,5,3,null,1,146,2,M,,3,5,manager,2,married,15177.5,39461.5,7,,No,11,3.0,3,full time,1,26.0,5,3.0,22,,3,10,15177.5,1979,182130.0,null,,True
146,56,No,non-travel,1400.8,null,8,1,null,1,147,4,M,175.10019841269843,2,4,healthcare representative,2,divorced,,29416.83,1,Y,Yes,15,3.0,4,full time,1,,3,3.0,33,,15,0,,1968,135770.0,null,,False
147,45,No,travel_rarely,1979.92,null,4,2,life sciences,1,148,3,M,247.49007936507937,4,5,manager,1,divorced,15991.67,41578.33,1,Y,No,14,3.0,4,full time,2,,4,2.0,25,,14,13,15991.67,1979,191900.0,null,,False
148,35,No,travel_frequently,556.26,human resources,11,3,life sciences,1,149,3,M,,2,2,human resources,2,null,4492.84,11681.39,4,Y,No,11,3.0,4,,2,14.0,5,4.0,10,,1,8,4492.84,1989,,human resources  -  human resources,,False
149,40,No,non-travel,1766.66,null,13,4,null,1,150,3,F,220.8323412698413,2,4,manager,2,divorced,,37099.83,6,,Yes,13,3.0,4,full time,2,,4,3.0,19,,15,2,,1984,171230.0,null,,True
150,56,No,travel_rarely,1979.61,null,2,2,medical,1,151,4,F,,1,5,manager,3,null,15989.17,41571.83,4,Y,NULL,14,,4,full time,1,23.0,5,3.0,19,,9,11,15989.17,1968,191870.0,null,,True
151,52,No,non-travel,1582.77,null,5,3,life sciences,1,152,3,M,197.8464183087028,3,4,manager,2,null,12783.92,33238.2,1,Y,NULL,11,3.0,2,full time,1,,2,3.0,33,,0,10,12783.92,1972,153407.07,null,,True
152,59,Yes,non-travel,1032.57,null,14,4,medical,1,153,1,F,,2,3,manufacturing director,1,marreid,8340.0,21684.0,7,Y,NULL,14,3.0,4,,0,,0,2.0,10,,5,9,8340.0,1965,,null,,True
153,49,No,non-travel,1032.49,null,4,3,life sciences,1,154,4,M,129.06091077207583,3,3,manufacturing director,4,single,8339.32,21682.23,1,Y,No,11,3.0,3,part time,0,11.0,2,3.0,10,,0,8,8339.32,1975,100071.84,null,,False
154,30,No,travel_rarely,824.16,human resources,17,3,null,1,155,2,M,,2,3,human resources,1,single,6656.67,17307.33,1,Y,NULL,13,3.0,1,part time,0,,3,2.0,10,,0,9,6656.67,1994,79880.0,human resources  -  human resources,,False
155,35,No,non-travel,556.26,null,3,3,other,1,156,4,M,,1,2,sales executive,1,single,4492.84,11681.39,3,,No,18,,4,part time,0,15.0,2,3.0,13,,3,12,4492.84,1989,53914.11,null,,False
156,43,No,travel_frequently,290.04,null,9,2,null,1,157,1,F,,3,1,laboratory technician,4,null,2342.59,6090.75,1,,NULL,13,3.0,3,,0,12.0,3,3.0,12,,5,8,2342.59,1981,,null,,True
157,58,No,travel_rarely,556.26,null,1,2,life sciences,1,158,2,M,,4,2,research scientist,3,married,4492.84,11681.39,0,,No,24,4.0,1,part time,1,13.0,2,2.0,12,,2,8,4492.84,1966,53914.11,null,,True
158,35,Yes,travel_rarely,556.26,null,24,4,null,1,159,1,F,,2,2,sales executive,2,single,,11681.39,0,Y,Yes,23,4.0,3,part time,0,16.0,2,4.0,15,,10,10,,1989,53914.11,null,,True
159,55,No,travel_frequently,1582.77,null,11,4,medical,1,160,2,F,,3,4,manager,4,null,12783.92,33238.2,3,Y,No,20,,1,,1,26.0,2,3.0,14,,1,12,12783.92,1969,,null,,False
160,35,No,travel_rarely,730.79,null,1,3,null,1,161,4,M,91.34821428571428,2,3,sales executive,3,null,5902.5,15346.5,1,Y,NULL,14,3.0,4,part time,0,,3,3.0,10,,8,6,5902.5,1989,70830.0,null,,True
161,30,No,non-travel,487.29,null,3,1,medical,1,162,2,M,,3,1,laboratory technician,1,single,3935.83,10233.17,1,,NULL,18,3.0,4,,0,,3,,10,,1,5,3935.83,1994,,null,,True
162,36,No,travel_rarely,351.52,null,28,3,life sciences,1,163,2,M,,4,2,laboratory technician,3,null,2839.17,7381.83,1,,NULL,17,,4,part time,2,,3,2.0,10,,6,8,2839.17,1988,34070.0,null,,True
163,36,Yes,non-travel,556.26,null,12,4,other,1,164,4,M,69.53208262471655,3,2,sales executive,4,null,4492.84,11681.39,3,,NULL,24,4.0,1,part time,0,13.0,2,4.0,11,,6,7,4492.84,1988,53914.11,null,,True
164,35,No,travel_rarely,302.2,null,19,3,life sciences,1,165,2,F,37.77480158730159,2,1,research scientist,4,married,2440.83,6346.17,1,,No,12,3.0,2,full time,0,10.0,3,3.0,10,,8,7,2440.83,1989,29290.0,null,,False
165,44,No,non-travel,556.26,null,2,3,null,1,166,4,M,,3,2,sales executive,4,null,4492.84,11681.39,1,Y,Yes,17,3.0,1,part time,1,10.0,3,3.0,10,,8,8,4492.84,1980,53914.11,null,,False
166,59,No,non-travel,1582.77,null,2,3,medical,1,167,2,M,197.8464183087028,3,4,manager,2,divorced,12783.92,33238.2,4,,No,22,4.0,4,full time,1,37.0,0,2.0,16,,14,14,12783.92,1965,153407.07,null,,True
167,37,No,travel_rarely,556.26,sales,14,4,null,1,168,1,F,,2,2,sales executive,3,marreid,4492.84,11681.39,1,,Yes,13,3.0,1,part time,1,10.0,4,3.0,10,,1,7,4492.84,1987,53914.11,sales executive  -  sales,,False
168,44,No,travel_rarely,1032.49,null,11,3,life sciences,1,169,1,M,129.06091077207583,3,3,healthcare representative,3,married,8339.32,21682.23,1,Y,NULL,17,3.0,2,part time,1,10.0,1,3.0,10,,0,9,8339.32,1980,100071.84,null,,False
169,56,No,non-travel,1973.98,null,26,4,human resources,1,170,3,M,246.74801587301585,4,5,manager,2,married,,41453.67,4,,Yes,18,3.0,1,full time,1,35.0,0,3.0,10,,1,4,,1968,191324.62,null,,True
170,43,No,non-travel,556.26,research & development,23,2,null,1,171,4,M,,2,2,research scientist,3,single,,11681.39,1,Y,NULL,12,3.0,4,,0,20.0,2,3.0,20,,3,7,,1981,53914.11,research scientist  -  research & development,,True
171,41,No,non-travel,556.26,null,11,3,technical degree,1,172,4,F,,3,2,laboratory technician,3,married,4492.84,11681.39,1,,NULL,11,,1,,1,10.0,2,4.0,10,,9,4,4492.84,1983,,null,,True
172,57,Yes,non-travel,290.04,research & development,7,2,technical degree,1,173,4,M,,3,1,laboratory technician,3,married,,6090.75,8,Y,No,11,3.0,4,part time,1,14.0,4,1.0,10,,9,8,,1967,28111.13,laboratory technician  -  research & development,,True
173,40,No,travel_rarely,1241.29,null,33,1,marketing,1,174,3,F,,2,4,sales executive,4,null,10025.83,26067.17,0,Y,NULL,11,3.0,1,full time,1,,2,2.0,20,,9,6,10025.83,1984,120310.0,null,,True
174,54,No,travel_rarely,1591.67,null,2,4,life sciences,1,175,1,F,198.9593253968254,2,4,manager,4,married,12855.83,33425.17,2,,No,16,3.0,3,full time,0,,3,3.0,25,,3,7,12855.83,1970,154270.0,null,,False
175,28,No,travel_frequently,1032.49,null,8,3,null,1,176,4,M,,3,3,sales executive,3,single,8339.32,21682.23,1,Y,No,15,3.0,4,,0,9.0,0,3.0,9,,1,7,8339.32,1996,,null,,True
176,31,No,travel_frequently,556.26,null,1,2,null,1,177,3,F,69.53208262471655,3,2,laboratory technician,4,null,4492.84,11681.39,1,,NULL,23,4.0,4,part time,0,12.0,2,,12,,3,7,4492.84,1993,53914.11,null,,True
177,36,No,non-travel,1032.49,null,18,5,life sciences,1,178,2,M,,3,3,sales executive,1,married,8339.32,21682.23,1,Y,NULL,22,4.0,4,,1,9.0,3,2.0,9,,1,8,8339.32,1988,,null,,True
178,33,No,travel_rarely,635.76,research & development,1,3,medical,1,179,1,M,,3,2,manufacturing director,4,married,5135.0,13351.0,1,,Yes,22,4.0,2,,1,9.0,3,3.0,9,,7,8,5135.0,1991,61620.0,manufacturing director  -  research & development,,False
179,31,No,travel_rarely,528.87,null,1,1,life sciences,1,180,4,M,,2,2,laboratory technician,4,married,4271.67,11106.33,1,,NULL,12,3.0,3,part time,2,,1,,10,,3,0,4271.67,1993,51260.0,null,,True
180,47,Yes,non-travel,992.44,sales,9,2,medical,1,181,3,M,124.0545634920635,2,3,sales executive,4,null,8015.83,20841.17,1,,No,16,3.0,4,part time,0,9.0,3,3.0,9,,4,7,8015.83,1977,96190.0,sales executive  -  sales,,False
181,31,No,travel_rarely,556.26,null,4,2,null,1,182,3,F,,2,2,sales executive,2,null,4492.84,11681.39,1,,Yes,12,3.0,2,part time,3,11.0,4,2.0,11,,2,7,4492.84,1993,53914.11,null,,False
182,33,No,non-travel,516.9,null,6,4,null,1,183,2,M,,3,2,sales executive,3,single,4175.0,10855.0,1,Y,No,16,3.0,1,,0,12.0,0,3.0,11,,5,7,4175.0,1991,,null,,False
183,36,No,travel_rarely,1032.49,null,37,5,marketing,1,184,3,M,,3,3,sales executive,2,married,8339.32,21682.23,1,Y,NULL,13,3.0,1,part time,2,,3,3.0,10,,0,6,8339.32,1988,100071.84,null,,False
184,33,No,non-travel,1032.49,null,8,3,marketing,1,185,2,F,,3,3,sales executive,4,single,8339.32,21682.23,1,Y,NULL,14,3.0,4,part time,0,9.0,2,3.0,9,,3,7,8339.32,1991,100071.84,null,,False
185,42,No,travel_rarely,290.04,research & development,34,3,life sciences,1,186,1,M,,3,1,research scientist,3,divorced,,6090.75,4,Y,No,12,3.0,1,part time,1,,2,3.0,9,,1,8,,1982,28111.13,research scientist  -  research & development,,False
186,41,No,travel_rarely,1963.72,null,4,1,medical,1,187,4,F,,3,5,manager,3,null,15860.83,41238.17,1,,No,14,3.0,2,full time,1,21.0,2,3.0,20,,9,9,15860.83,1983,190330.0,null,,True
187,46,No,non-travel,1582.77,null,2,2,null,1,188,1,M,,2,4,manager,4,married,12783.92,33238.2,9,Y,No,23,4.0,4,,1,22.0,1,3.0,20,,11,8,12783.92,1978,,null,,False
188,33,Yes,travel_rarely,1073.02,null,4,4,null,1,189,4,M,,1,3,sales executive,4,married,8666.67,22533.33,1,,No,11,3.0,3,full time,0,14.0,2,2.0,14,,9,8,8666.67,1991,104000.0,null,,True
189,31,No,non-travel,1032.49,research & development,1,1,life sciences,1,190,3,M,129.06091077207583,2,3,manufacturing director,3,null,8339.32,21682.23,1,,No,22,4.0,3,part time,0,,2,3.0,11,,5,8,8339.32,1993,100071.84,manufacturing director  -  research & development,,False
190,38,No,non-travel,1032.49,null,11,3,null,1,191,2,M,,3,3,research director,4,null,,21682.23,1,,NULL,14,3.0,3,part time,3,,1,3.0,10,,0,7,,1986,100071.84,null,,True
191,38,No,non-travel,288.17,null,4,4,null,1,192,1,M,,3,1,sales representative,4,divorced,2327.5,6051.5,4,,No,17,3.0,3,,1,13.0,2,3.0,9,,5,8,2327.5,1986,,null,,True
192,41,No,non-travel,556.26,null,24,2,technical degree,1,193,1,M,,3,2,research scientist,4,null,4492.84,11681.39,1,Y,No,17,3.0,1,,2,,3,3.0,9,,4,7,4492.84,1983,,null,,False
193,37,No,non-travel,585.41,null,24,4,null,1,194,2,F,,3,2,laboratory technician,2,married,4728.33,12293.67,7,,NULL,15,3.0,3,full time,1,11.0,3,3.0,9,,0,8,4728.33,1987,56740.0,null,,True
194,33,No,travel_rarely,556.26,null,7,3,life sciences,1,195,4,M,,2,2,sales executive,3,married,4492.84,11681.39,1,Y,NULL,14,3.0,3,part time,1,13.0,3,2.0,13,,4,8,4492.84,1991,53914.11,null,,True
195,39,No,non-travel,1032.49,null,25,2,life sciences,1,196,1,F,,2,3,research director,2,null,,21682.23,3,Y,NULL,17,3.0,3,part time,1,,2,3.0,10,,0,1,,1985,100071.84,null,,False
196,31,No,travel_rarely,556.26,null,28,2,null,1,197,4,F,,3,2,research scientist,4,married,4492.84,11681.39,1,,No,13,3.0,4,part time,2,11.0,2,3.0,10,,1,9,4492.84,1993,53914.11,null,,True
197,40,No,non-travel,1980.64,null,1,1,null,1,198,2,M,247.5803571428572,3,5,manager,3,null,,41593.5,1,,NULL,14,3.0,3,full time,1,21.0,3,3.0,21,,1,6,,1984,191970.0,null,,True
198,61,No,non-travel,1973.98,null,7,3,life sciences,1,199,1,F,,3,5,manager,1,null,15943.72,41453.67,5,,No,11,3.0,4,full time,0,33.0,5,1.0,29,,11,10,15943.72,1963,191324.62,null,,True
199,31,No,non-travel,867.9,null,22,4,other,1,200,3,F,108.48809523809524,3,3,sales executive,1,null,7010.0,18226.0,0,,NULL,11,3.0,3,part time,0,10.0,3,3.0,9,,7,8,7010.0,1993,84120.0,null,,True
200,32,No,travel_rarely,1032.49,research & development,9,1,null,1,201,3,M,,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,Y,No,25,4.0,4,part time,1,,6,4.0,13,,0,8,8339.32,1992,100071.84,manufacturing director  -  research & development,,True
201,34,Yes,non-travel,345.43,null,3,3,life sciences,1,202,1,M,43.17857142857143,3,1,research scientist,1,single,2790.0,7254.0,1,Y,Yes,11,3.0,1,full time,0,,3,3.0,10,,9,7,2790.0,1990,33480.0,null,,False
202,51,No,non-travel,290.04,null,28,1,medical,1,203,4,M,,4,1,laboratory technician,3,married,2342.59,6090.75,1,Y,Yes,11,,3,,3,20.0,3,3.0,20,,3,8,2342.59,1973,,null,,True
203,33,No,non-travel,547.75,research & development,24,4,life sciences,1,204,1,M,68.46924603174602,3,2,laboratory technician,4,null,4424.17,11502.83,1,,No,15,,4,part time,2,10.0,2,3.0,10,,4,7,4424.17,1991,53090.0,laboratory technician  -  research & development,,True
204,43,No,non-travel,556.26,null,29,3,null,1,205,2,M,,3,2,manufacturing director,2,null,4492.84,11681.39,1,,NULL,13,3.0,4,,1,10.0,3,2.0,9,,7,8,4492.84,1981,,null,,True
205,50,Yes,non-travel,789.7,sales,11,3,marketing,1,206,3,F,,3,3,sales executive,4,married,6378.33,16583.67,1,,No,18,3.0,1,part time,2,,3,4.0,9,,7,7,6378.33,1974,76540.0,sales executive  -  sales,,True
206,28,No,non-travel,1321.46,null,5,1,null,1,207,3,M,,2,3,research director,4,divorced,10673.33,27750.67,1,,NULL,16,3.0,2,full time,1,,3,3.0,9,,0,8,10673.33,1996,128080.0,null,,True
207,34,No,travel_rarely,556.26,null,1,3,medical,1,208,1,M,69.53208262471655,4,2,sales executive,1,divorced,4492.84,11681.39,1,Y,NULL,22,,1,part time,1,9.0,5,3.0,9,,0,8,4492.84,1990,53914.11,null,,True
208,53,No,non-travel,1582.77,research & development,26,4,null,1,209,3,F,,2,4,manufacturing director,4,married,12783.92,33238.2,3,Y,No,22,4.0,3,full time,0,31.0,3,3.0,9,,0,0,12783.92,1971,153407.07,manufacturing director  -  research & development,,False
209,33,No,non-travel,556.26,null,5,2,life sciences,1,210,2,M,69.53208262471655,3,2,sales executive,2,null,4492.84,11681.39,1,,No,14,3.0,4,part time,1,10.0,3,3.0,10,,5,3,4492.84,1991,53914.11,null,,False
210,37,No,non-travel,679.51,null,14,1,life sciences,1,211,3,M,,3,2,healthcare representative,4,null,5488.33,14269.67,0,Y,NULL,17,3.0,1,full time,1,,2,2.0,16,,4,11,5488.33,1987,65860.0,null,,True
211,32,No,non-travel,556.26,sales,20,2,null,1,212,4,F,,3,2,sales executive,3,null,4492.84,11681.39,1,,NULL,13,3.0,4,,1,,2,2.0,9,,0,0,4492.84,1992,53914.11,sales executive  -  sales,,False
212,37,No,travel_rarely,259.9,null,2,4,medical,1,213,3,M,32.48710317460318,3,1,laboratory technician,3,single,2099.17,5457.83,4,Y,No,21,4.0,3,part time,0,,6,3.0,11,,3,9,2099.17,1987,25190.0,null,,True
213,53,No,non-travel,1764.18,null,1,2,life sciences,1,214,4,M,,3,4,manager,4,married,,37047.83,2,,NULL,15,3.0,2,full time,1,26.0,2,,9,,7,8,,1971,170990.0,null,,False
214,34,No,non-travel,1582.77,null,17,3,null,1,215,4,M,,3,4,manager,3,single,12783.92,33238.2,1,,NULL,11,3.0,4,full time,0,10.0,2,3.0,10,,6,0,12783.92,1990,153407.07,null,,True
215,46,No,non-travel,556.26,null,23,2,life sciences,1,216,4,M,,3,2,laboratory technician,1,null,4492.84,11681.39,1,,Yes,15,3.0,3,part time,1,9.0,2,3.0,9,,0,8,4492.84,1978,53914.11,null,,False
216,37,No,travel_rarely,1032.49,research & development,12,5,null,1,217,4,F,129.06091077207583,2,3,manufacturing director,4,null,8339.32,21682.23,0,Y,NULL,11,3.0,2,part time,0,15.0,2,2.0,14,,7,8,8339.32,1987,100071.84,manufacturing director  -  research & development,,False
217,50,No,non-travel,1353.65,null,8,4,null,1,218,4,M,,2,4,sales executive,2,null,10933.33,28426.67,6,Y,NULL,17,3.0,2,full time,1,22.0,3,3.0,9,,2,3,10933.33,1974,131200.0,null,,False
218,30,Yes,non-travel,1032.49,null,23,1,null,1,219,4,F,,2,3,sales executive,1,null,8339.32,21682.23,1,Y,NULL,13,,1,part time,1,11.0,3,1.0,11,,3,10,8339.32,1994,100071.84,null,,True
219,30,No,non-travel,323.04,null,6,1,null,1,220,2,F,,3,1,laboratory technician,4,married,2609.17,6783.83,1,,NULL,13,3.0,1,,1,,5,3.0,10,,0,8,2609.17,1994,,null,,False
220,38,No,non-travel,556.26,research & development,1,3,life sciences,1,221,4,F,,2,2,manufacturing director,4,married,4492.84,11681.39,1,Y,NULL,13,3.0,2,part time,1,14.0,2,2.0,14,,3,11,4492.84,1986,53914.11,manufacturing director  -  research & development,,False
221,34,No,travel_rarely,1032.49,null,10,5,null,1,222,4,M,129.06091077207583,4,3,sales executive,3,null,,21682.23,0,Y,NULL,14,3.0,4,part time,2,,3,3.0,9,,0,8,,1990,100071.84,null,,True
222,35,No,travel_frequently,458.51,null,19,3,medical,1,223,3,F,,3,2,laboratory technician,2,divorced,,9628.67,4,,No,13,3.0,3,part time,2,15.0,2,4.0,11,,5,10,,1989,44440.0,null,,True
223,29,No,non-travel,688.59,null,1,3,null,1,224,3,F,,1,2,laboratory technician,4,married,5561.67,14460.33,0,,No,11,3.0,1,,3,10.0,6,3.0,9,,7,5,5561.67,1995,,null,,False
224,32,No,non-travel,1016.48,null,2,4,null,1,225,4,F,,3,3,sales executive,3,null,,21346.0,1,,Yes,19,3.0,1,part time,1,10.0,5,2.0,10,,9,6,,1992,98520.0,null,,True
225,43,No,non-travel,1842.8,null,2,1,life sciences,1,226,3,M,,3,4,manager,3,null,14884.17,38698.83,0,,Yes,13,,4,full time,0,21.0,3,2.0,20,,2,10,14884.17,1981,178610.0,null,,False
226,41,No,travel_rarely,556.26,null,2,3,life sciences,1,227,3,M,,3,2,research scientist,4,single,,11681.39,1,,NULL,13,3.0,3,part time,0,9.0,4,3.0,9,,8,8,,1983,53914.11,null,,True
227,35,No,non-travel,556.26,null,15,2,medical,1,228,3,F,,3,2,sales executive,1,single,4492.84,11681.39,1,Y,NULL,12,3.0,4,,0,,6,4.0,10,,9,6,4492.84,1989,,null,,False
228,59,No,travel_rarely,1973.98,null,1,3,null,1,229,4,F,,3,5,research director,1,null,,41453.67,3,Y,NULL,21,4.0,3,full time,1,,3,3.0,9,,1,5,,1965,191324.62,null,,False
229,32,Yes,travel_frequently,768.24,null,1,5,null,1,230,3,F,,4,3,manufacturing director,2,null,6205.0,16133.0,1,Y,NULL,11,3.0,1,,0,,2,3.0,10,,4,7,6205.0,1992,,null,,False
230,41,No,non-travel,1419.37,null,8,1,null,1,231,4,M,,2,3,research director,2,null,11464.17,29806.83,2,,No,11,3.0,3,full time,1,16.0,5,3.0,9,,4,8,11464.17,1983,137570.0,null,,False
231,54,No,non-travel,1712.49,null,2,3,medical,1,232,4,M,,4,4,research director,2,single,13831.67,35962.33,4,,No,12,3.0,2,full time,0,35.0,2,2.0,9,,8,8,13831.67,1970,165980.0,null,,True
232,35,No,non-travel,1582.77,research & development,15,3,null,1,233,2,M,197.8464183087028,3,4,research director,1,null,12783.92,33238.2,7,Y,NULL,14,3.0,4,full time,2,16.0,3,2.0,14,,6,9,12783.92,1989,153407.07,research director  -  research & development,,False
